id,food_id,tag_id,confidence,source,created_at,updated_at
735,262,26,0.9,LLM,2025-11-21 21:39:09.849729,2025-11-21 21:39:09.849730
736,262,3,0.95,LLM,2025-11-21 21:39:09.849731,2025-11-21 21:39:09.849731
737,263,39,0.75,LLM,2025-11-21 21:39:09.849732,2025-11-21 21:39:09.849733
738,263,19,0.65,LLM,2025-11-21 21:39:09.849733,2025-11-21 21:39:09.849734
739,263,8,0.8,LLM,2025-11-21 21:39:09.849734,2025-11-21 21:39:09.849735
740,264,9,0.85,LLM,2025-11-21 21:39:09.849735,2025-11-21 21:39:09.849736
741,264,4,0.8,LLM,2025-11-21 21:39:09.849737,2025-11-21 21:39:09.849737
742,264,8,0.9,LLM,2025-11-21 21:39:09.849738,2025-11-21 21:39:09.849738
743,265,6,0.85,LLM,2025-11-21 21:39:09.849739,2025-11-21 21:39:09.849739
744,265,2,0.8,LLM,2025-11-21 21:39:09.849740,2025-11-21 21:39:09.849740
745,265,3,0.75,LLM,2025-11-21 21:39:09.849741,2025-11-21 21:39:09.849742
746,266,9,0.8,LLM,2025-11-21 21:39:22.346285,2025-11-21 21:39:22.346286
747,266,2,0.85,LLM,2025-11-21 21:39:22.346286,2025-11-21 21:39:22.346287
748,266,3,0.7,LLM,2025-11-21 21:39:22.346287,2025-11-21 21:39:22.346287
749,267,6,0.75,LLM,2025-11-21 21:39:22.346288,2025-11-21 21:39:22.346288
750,267,4,0.8,LLM,2025-11-21 21:39:22.346288,2025-11-21 21:39:22.346289
751,267,17,0.65,LLM,2025-11-21 21:39:22.346289,2025-11-21 21:39:22.346290
752,268,1,0.6,LLM,2025-11-21 21:39:22.346290,2025-11-21 21:39:22.346290
753,268,7,0.55,LLM,2025-11-21 21:39:22.346291,2025-11-21 21:39:22.346291
754,268,5,0.5,LLM,2025-11-21 21:39:22.346291,2025-11-21 21:39:22.346292
755,269,19,0.9,LLM,2025-11-21 21:39:22.346292,2025-11-21 21:39:22.346292
756,269,3,0.8,LLM,2025-11-21 21:39:22.346293,2025-11-21 21:39:22.346293
757,270,18,0.4,LLM,2025-11-21 21:39:22.346293,2025-11-21 21:39:22.346294
758,270,2,0.35,LLM,2025-11-21 21:39:22.346294,2025-11-21 21:39:22.346294
759,270,3,0.3,LLM,2025-11-21 21:39:22.346295,2025-11-21 21:39:22.346295
760,271,6,0.95,LLM,2025-11-21 21:39:38.058221,2025-11-21 21:39:38.058226
761,271,2,0.8,LLM,2025-11-21 21:39:38.058227,2025-11-21 21:39:38.058228
762,271,3,0.9,LLM,2025-11-21 21:39:38.058228,2025-11-21 21:39:38.058229
763,272,9,0.85,LLM,2025-11-21 21:39:38.058230,2025-11-21 21:39:38.058230
764,272,19,0.7,LLM,2025-11-21 21:39:38.058231,2025-11-21 21:39:38.058231
765,272,3,0.9,LLM,2025-11-21 21:39:38.058232,2025-11-21 21:39:38.058232
766,273,1,0.75,LLM,2025-11-21 21:39:38.058233,2025-11-21 21:39:38.058234
767,273,4,0.65,LLM,2025-11-21 21:39:38.058234,2025-11-21 21:39:38.058235
768,273,5,0.8,LLM,2025-11-21 21:39:38.058235,2025-11-21 21:39:38.058236
769,274,1,0.9,LLM,2025-11-21 21:39:38.058237,2025-11-21 21:39:38.058237
770,274,19,0.8,LLM,2025-11-21 21:39:38.058238,2025-11-21 21:39:38.058238
771,274,5,0.85,LLM,2025-11-21 21:39:38.058239,2025-11-21 21:39:38.058240
772,275,1,0.9,LLM,2025-11-21 21:39:38.058240,2025-11-21 21:39:38.058241
773,275,19,0.8,LLM,2025-11-21 21:39:38.058242,2025-11-21 21:39:38.058245
774,275,5,0.85,LLM,2025-11-21 21:39:38.058245,2025-11-21 21:39:38.058246
775,276,18,0.85,LLM,2025-11-21 21:39:50.274680,2025-11-21 21:39:50.274690
776,276,19,0.8,LLM,2025-11-21 21:39:50.274692,2025-11-21 21:39:50.274692
777,276,17,0.95,LLM,2025-11-21 21:39:50.274693,2025-11-21 21:39:50.274694
778,277,1,0.9,LLM,2025-11-21 21:39:50.274695,2025-11-21 21:39:50.274696
779,278,1,0.8,LLM,2025-11-21 21:39:50.274697,2025-11-21 21:39:50.274698
780,279,1,0.85,LLM,2025-11-21 21:39:50.274699,2025-11-21 21:39:50.274700
781,279,4,0.9,LLM,2025-11-21 21:39:50.274701,2025-11-21 21:39:50.274702
782,279,5,0.75,LLM,2025-11-21 21:39:50.274703,2025-11-21 21:39:50.274704
783,280,6,0.7,LLM,2025-11-21 21:39:50.274704,2025-11-21 21:39:50.274705
784,280,2,0.75,LLM,2025-11-21 21:39:50.274706,2025-11-21 21:39:50.274706
785,280,11,0.9,LLM,2025-11-21 21:39:50.274707,2025-11-21 21:39:50.274708
786,281,32,0.8,LLM,2025-11-21 21:40:03.084175,2025-11-21 21:40:03.084189
787,281,2,0.7,LLM,2025-11-21 21:40:03.084190,2025-11-21 21:40:03.084191
788,281,355,0.6,LLM,2025-11-21 21:40:03.084192,2025-11-21 21:40:03.084193
789,282,1,0.75,LLM,2025-11-21 21:40:03.084194,2025-11-21 21:40:03.084195
790,282,9,0.65,LLM,2025-11-21 21:40:03.084196,2025-11-21 21:40:03.084196
791,282,409,0.85,LLM,2025-11-21 21:40:03.084197,2025-11-21 21:40:03.084198
792,283,6,0.9,LLM,2025-11-21 21:40:03.084199,2025-11-21 21:40:03.084200
793,283,64,0.8,LLM,2025-11-21 21:40:03.084200,2025-11-21 21:40:03.084201
794,283,167,0.95,LLM,2025-11-21 21:40:03.084202,2025-11-21 21:40:03.084202
795,284,9,0.7,LLM,2025-11-21 21:40:03.084203,2025-11-21 21:40:03.084204
796,284,19,0.5,LLM,2025-11-21 21:40:03.084205,2025-11-21 21:40:03.084206
797,284,409,0.85,LLM,2025-11-21 21:40:03.084207,2025-11-21 21:40:03.084207
798,285,1,0.95,LLM,2025-11-21 21:40:03.084208,2025-11-21 21:40:03.084209
799,285,604,0.8,LLM,2025-11-21 21:40:03.084209,2025-11-21 21:40:03.084210
800,286,1,0.8,LLM,2025-11-21 21:40:18.106523,2025-11-21 21:40:18.106530
801,286,2,0.85,LLM,2025-11-21 21:40:18.106531,2025-11-21 21:40:18.106532
802,286,5,0.75,LLM,2025-11-21 21:40:18.106533,2025-11-21 21:40:18.106534
803,286,29,0.7,LLM,2025-11-21 21:40:18.106535,2025-11-21 21:40:18.106536
804,287,18,0.65,LLM,2025-11-21 21:40:18.106536,2025-11-21 21:40:18.106537
805,287,7,0.6,LLM,2025-11-21 21:40:18.106538,2025-11-21 21:40:18.106539
806,287,3,0.55,LLM,2025-11-21 21:40:18.106540,2025-11-21 21:40:18.106541
807,288,6,0.5,LLM,2025-11-21 21:40:18.106542,2025-11-21 21:40:18.106543
808,288,26,0.45,LLM,2025-11-21 21:40:18.106544,2025-11-21 21:40:18.106545
809,288,22,0.4,LLM,2025-11-21 21:40:18.106546,2025-11-21 21:40:18.106546
810,288,160,0.35,LLM,2025-11-21 21:40:18.106547,2025-11-21 21:40:18.106548
811,289,125,0.3,LLM,2025-11-21 21:40:18.106549,2025-11-21 21:40:18.106550
812,289,9,0.25,LLM,2025-11-21 21:40:18.106551,2025-11-21 21:40:18.106551
813,289,64,0.2,LLM,2025-11-21 21:40:18.106552,2025-11-21 21:40:18.106553
814,289,22,0.15,LLM,2025-11-21 21:40:18.106554,2025-11-21 21:40:18.106555
815,290,39,0.1,LLM,2025-11-21 21:40:18.106556,2025-11-21 21:40:18.106556
816,290,64,0.05,LLM,2025-11-21 21:40:18.106557,2025-11-21 21:40:18.106558
817,290,22,0.025,LLM,2025-11-21 21:40:18.106559,2025-11-21 21:40:18.106560
818,291,6,0.8,LLM,2025-11-21 21:40:32.565112,2025-11-21 21:40:32.565122
819,291,2,0.85,LLM,2025-11-21 21:40:32.565123,2025-11-21 21:40:32.565124
820,291,22,0.95,LLM,2025-11-21 21:40:32.565125,2025-11-21 21:40:32.565125
821,292,22,1,LLM,2025-11-21 21:40:32.565126,2025-11-21 21:40:32.565127
822,293,1,0.7,LLM,2025-11-21 21:40:32.565128,2025-11-21 21:40:32.565129
823,293,4,0.75,LLM,2025-11-21 21:40:32.565130,2025-11-21 21:40:32.565130
824,293,22,0.95,LLM,2025-11-21 21:40:32.565131,2025-11-21 21:40:32.565132
825,294,9,0.8,LLM,2025-11-21 21:40:32.565132,2025-11-21 21:40:32.565133
826,294,2,0.85,LLM,2025-11-21 21:40:32.565134,2025-11-21 21:40:32.565134
827,294,22,0.95,LLM,2025-11-21 21:40:32.565135,2025-11-21 21:40:32.565136
828,295,32,0.75,LLM,2025-11-21 21:40:32.565137,2025-11-21 21:40:32.565137
829,295,2,0.8,LLM,2025-11-21 21:40:32.565138,2025-11-21 21:40:32.565138
830,295,22,0.9,LLM,2025-11-21 21:40:32.565139,2025-11-21 21:40:32.565140
831,296,26,0.9,LLM,2025-11-21 21:40:48.071852,2025-11-21 21:40:48.071872
832,296,6,0.8,LLM,2025-11-21 21:40:48.071874,2025-11-21 21:40:48.071874
833,296,22,0.95,LLM,2025-11-21 21:40:48.071875,2025-11-21 21:40:48.071876
834,297,2,0.85,LLM,2025-11-21 21:40:48.071877,2025-11-21 21:40:48.071877
835,297,18,0.75,LLM,2025-11-21 21:40:48.071878,2025-11-21 21:40:48.071878
836,297,22,0.95,LLM,2025-11-21 21:40:48.071879,2025-11-21 21:40:48.071879
837,298,19,0.7,LLM,2025-11-21 21:40:48.071880,2025-11-21 21:40:48.071880
838,298,39,0.65,LLM,2025-11-21 21:40:48.071881,2025-11-21 21:40:48.071881
839,298,22,0.95,LLM,2025-11-21 21:40:48.071881,2025-11-21 21:40:48.071882
840,299,4,0.8,LLM,2025-11-21 21:40:48.071882,2025-11-21 21:40:48.071883
841,299,1,0.75,LLM,2025-11-21 21:40:48.071883,2025-11-21 21:40:48.071883
842,299,22,0.95,LLM,2025-11-21 21:40:48.071884,2025-11-21 21:40:48.071884
843,300,150,0.9,LLM,2025-11-21 21:40:48.071884,2025-11-21 21:40:48.071885
844,300,8,0.8,LLM,2025-11-21 21:40:48.071885,2025-11-21 21:40:48.071885
845,300,22,0.7,LLM,2025-11-21 21:40:48.071886,2025-11-21 21:40:48.071886
846,301,1,0.8,LLM,2025-11-21 21:41:05.053032,2025-11-21 21:41:05.053044
847,301,2,0.85,LLM,2025-11-21 21:41:05.053045,2025-11-21 21:41:05.053045
848,301,5,0.75,LLM,2025-11-21 21:41:05.053046,2025-11-21 21:41:05.053046
849,302,9,0.9,LLM,2025-11-21 21:41:05.053046,2025-11-21 21:41:05.053047
850,302,2,0.95,LLM,2025-11-21 21:41:05.053047,2025-11-21 21:41:05.053047
851,302,22,0.9,LLM,2025-11-21 21:41:05.053048,2025-11-21 21:41:05.053048
852,302,355,0.7,LLM,2025-11-21 21:41:05.053049,2025-11-21 21:41:05.053049
853,303,6,0.8,LLM,2025-11-21 21:41:05.053050,2025-11-21 21:41:05.053050
854,303,64,0.95,LLM,2025-11-21 21:41:05.053050,2025-11-21 21:41:05.053051
855,303,22,0.9,LLM,2025-11-21 21:41:05.053051,2025-11-21 21:41:05.053051
856,303,167,0.6,LLM,2025-11-21 21:41:05.053052,2025-11-21 21:41:05.053052
857,304,6,0.85,LLM,2025-11-21 21:41:05.053052,2025-11-21 21:41:05.053053
858,304,2,0.9,LLM,2025-11-21 21:41:05.053053,2025-11-21 21:41:05.053053
859,304,22,0.9,LLM,2025-11-21 21:41:05.053054,2025-11-21 21:41:05.053054
860,305,19,0.95,LLM,2025-11-21 21:41:05.053054,2025-11-21 21:41:05.053055
861,305,3,0.9,LLM,2025-11-21 21:41:05.053055,2025-11-21 21:41:05.053056
862,306,18,0.8,LLM,2025-11-21 21:41:15.959585,2025-11-21 21:41:15.959597
863,306,19,0.7,LLM,2025-11-21 21:41:15.959598,2025-11-21 21:41:15.959599
864,307,9,0.85,LLM,2025-11-21 21:41:15.959600,2025-11-21 21:41:15.959601
865,307,2,0.75,LLM,2025-11-21 21:41:15.959601,2025-11-21 21:41:15.959602
866,308,1,0.9,LLM,2025-11-21 21:41:15.959603,2025-11-21 21:41:15.959604
867,308,7,0.85,LLM,2025-11-21 21:41:15.959605,2025-11-21 21:41:15.959605
868,309,6,0.8,LLM,2025-11-21 21:41:15.959607,2025-11-21 21:41:15.959607
869,309,3,0.6,LLM,2025-11-21 21:41:15.959608,2025-11-21 21:41:15.959610
870,310,5,0.65,LLM,2025-11-21 21:41:15.959610,2025-11-21 21:41:15.959611
871,310,8,0.55,LLM,2025-11-21 21:41:15.959612,2025-11-21 21:41:15.959613
872,311,9,0.8,LLM,2025-11-21 21:41:29.092038,2025-11-21 21:41:29.092048
873,311,7,0.7,LLM,2025-11-21 21:41:29.092050,2025-11-21 21:41:29.092050
874,311,17,0.9,LLM,2025-11-21 21:41:29.092051,2025-11-21 21:41:29.092052
875,312,1,0.6,LLM,2025-11-21 21:41:29.092053,2025-11-21 21:41:29.092053
876,312,2,0.5,LLM,2025-11-21 21:41:29.092054,2025-11-21 21:41:29.092055
877,312,17,0.8,LLM,2025-11-21 21:41:29.092056,2025-11-21 21:41:29.092057
878,313,19,0.7,LLM,2025-11-21 21:41:29.092058,2025-11-21 21:41:29.092058
879,313,8,0.8,LLM,2025-11-21 21:41:29.092059,2025-11-21 21:41:29.092060
880,314,1,0.6,LLM,2025-11-21 21:41:29.092060,2025-11-21 21:41:29.092061
881,314,4,0.5,LLM,2025-11-21 21:41:29.092062,2025-11-21 21:41:29.092063
882,314,5,0.4,LLM,2025-11-21 21:41:29.092063,2025-11-21 21:41:29.092064
883,315,6,0.7,LLM,2025-11-21 21:41:29.092065,2025-11-21 21:41:29.092065
884,315,19,0.6,LLM,2025-11-21 21:41:29.092066,2025-11-21 21:41:29.092067
885,315,3,0.8,LLM,2025-11-21 21:41:29.092067,2025-11-21 21:41:29.092068
886,316,1,0.8,LLM,2025-11-21 21:41:41.990996,2025-11-21 21:41:41.991004
887,316,4,0.7,LLM,2025-11-21 21:41:41.991006,2025-11-21 21:41:41.991006
888,316,5,0.6,LLM,2025-11-21 21:41:41.991007,2025-11-21 21:41:41.991008
889,317,6,0.85,LLM,2025-11-21 21:41:41.991009,2025-11-21 21:41:41.991009
890,317,2,0.75,LLM,2025-11-21 21:41:41.991010,2025-11-21 21:41:41.991011
891,317,3,0.65,LLM,2025-11-21 21:41:41.991012,2025-11-21 21:41:41.991013
892,318,9,0.8,LLM,2025-11-21 21:41:41.991014,2025-11-21 21:41:41.991014
893,318,2,0.7,LLM,2025-11-21 21:41:41.991015,2025-11-21 21:41:41.991016
894,318,3,0.6,LLM,2025-11-21 21:41:41.991016,2025-11-21 21:41:41.991017
895,319,6,0.9,LLM,2025-11-21 21:41:41.991018,2025-11-21 21:41:41.991019
896,319,19,0.85,LLM,2025-11-21 21:41:41.991020,2025-11-21 21:41:41.991020
897,319,678,0.8,LLM,2025-11-21 21:41:41.991021,2025-11-21 21:41:41.991022
898,320,39,0.75,LLM,2025-11-21 21:41:41.991022,2025-11-21 21:41:41.991023
899,320,409,0.7,LLM,2025-11-21 21:41:41.991024,2025-11-21 21:41:41.991025
900,321,1,0.8,LLM,2025-11-21 21:41:58.996912,2025-11-21 21:41:58.996921
901,321,2,0.85,LLM,2025-11-21 21:41:58.996923,2025-11-21 21:41:58.996924
902,321,8,0.7,LLM,2025-11-21 21:41:58.996925,2025-11-21 21:41:58.996925
903,321,10,0.75,LLM,2025-11-21 21:41:58.996926,2025-11-21 21:41:58.996927
904,322,9,0.6,LLM,2025-11-21 21:41:58.996928,2025-11-21 21:41:58.996929
905,322,7,0.65,LLM,2025-11-21 21:41:58.996930,2025-11-21 21:41:58.996930
906,322,3,0.55,LLM,2025-11-21 21:41:58.996931,2025-11-21 21:41:58.996932
907,322,688,0.5,LLM,2025-11-21 21:41:58.996933,2025-11-21 21:41:58.996934
908,323,39,0.4,LLM,2025-11-21 21:41:58.996934,2025-11-21 21:41:58.996935
909,323,2,0.35,LLM,2025-11-21 21:41:58.996936,2025-11-21 21:41:58.996936
910,323,5,0.3,LLM,2025-11-21 21:41:58.996937,2025-11-21 21:41:58.996938
911,323,167,0.25,LLM,2025-11-21 21:41:58.996938,2025-11-21 21:41:58.996939
912,324,6,0.45,LLM,2025-11-21 21:41:58.996940,2025-11-21 21:41:58.996940
913,324,19,0.4,LLM,2025-11-21 21:41:58.996941,2025-11-21 21:41:58.996942
914,324,17,0.35,LLM,2025-11-21 21:41:58.996943,2025-11-21 21:41:58.996943
915,324,10,0.3,LLM,2025-11-21 21:41:58.996944,2025-11-21 21:41:58.996945
916,325,1,0.5,LLM,2025-11-21 21:41:58.996945,2025-11-21 21:41:58.996946
917,325,4,0.45,LLM,2025-11-21 21:41:58.996947,2025-11-21 21:41:58.996947
918,325,11,0.4,LLM,2025-11-21 21:41:58.996948,2025-11-21 21:41:58.996949
919,325,167,0.35,LLM,2025-11-21 21:41:58.996950,2025-11-21 21:41:58.996951
920,326,9,0.8,LLM,2025-11-21 21:42:13.262683,2025-11-21 21:42:13.262689
921,326,2,0.7,LLM,2025-11-21 21:42:13.262690,2025-11-21 21:42:13.262690
922,326,3,0.6,LLM,2025-11-21 21:42:13.262691,2025-11-21 21:42:13.262692
923,326,8,0.85,LLM,2025-11-21 21:42:13.262692,2025-11-21 21:42:13.262693
924,328,1,0.85,LLM,2025-11-21 21:42:13.262694,2025-11-21 21:42:13.262694
925,328,4,0.8,LLM,2025-11-21 21:42:13.262695,2025-11-21 21:42:13.262696
926,328,5,0.65,LLM,2025-11-21 21:42:13.262696,2025-11-21 21:42:13.262697
927,329,6,0.9,LLM,2025-11-21 21:42:13.262697,2025-11-21 21:42:13.262698
928,329,2,0.85,LLM,2025-11-21 21:42:13.262698,2025-11-21 21:42:13.262699
929,329,22,0.75,LLM,2025-11-21 21:42:13.262700,2025-11-21 21:42:13.262700
930,330,1,0.9,LLM,2025-11-21 21:42:13.262701,2025-11-21 21:42:13.262701
931,330,64,0.85,LLM,2025-11-21 21:42:13.262702,2025-11-21 21:42:13.262702
932,330,11,0.75,LLM,2025-11-21 21:42:13.262703,2025-11-21 21:42:13.262703
933,331,1,0.95,LLM,2025-11-21 21:42:29.120426,2025-11-21 21:42:29.120438
934,331,4,0.8,LLM,2025-11-21 21:42:29.120440,2025-11-21 21:42:29.120440
935,331,5,0.7,LLM,2025-11-21 21:42:29.120441,2025-11-21 21:42:29.120442
936,332,39,0.85,LLM,2025-11-21 21:42:29.120443,2025-11-21 21:42:29.120444
937,332,7,0.75,LLM,2025-11-21 21:42:29.120445,2025-11-21 21:42:29.120445
938,332,17,0.9,LLM,2025-11-21 21:42:29.120447,2025-11-21 21:42:29.120447
939,333,6,0.9,LLM,2025-11-21 21:42:29.120448,2025-11-21 21:42:29.120449
940,333,26,0.8,LLM,2025-11-21 21:42:29.120450,2025-11-21 21:42:29.120451
941,333,3,0.85,LLM,2025-11-21 21:42:29.120452,2025-11-21 21:42:29.120452
942,334,9,0.85,LLM,2025-11-21 21:42:29.120453,2025-11-21 21:42:29.120454
943,334,2,0.75,LLM,2025-11-21 21:42:29.120455,2025-11-21 21:42:29.120455
944,334,3,0.9,LLM,2025-11-21 21:42:29.120456,2025-11-21 21:42:29.120457
945,335,1,0.85,LLM,2025-11-21 21:42:29.120457,2025-11-21 21:42:29.120458
946,335,150,0.8,LLM,2025-11-21 21:42:29.120459,2025-11-21 21:42:29.120459
947,335,8,0.7,LLM,2025-11-21 21:42:29.120460,2025-11-21 21:42:29.120461
948,336,1,0.8,LLM,2025-11-21 21:42:46.385047,2025-11-21 21:42:46.385052
949,336,2,0.85,LLM,2025-11-21 21:42:46.385053,2025-11-21 21:42:46.385054
950,336,8,0.7,LLM,2025-11-21 21:42:46.385054,2025-11-21 21:42:46.385055
951,336,29,0.75,LLM,2025-11-21 21:42:46.385055,2025-11-21 21:42:46.385056
952,337,9,0.6,LLM,2025-11-21 21:42:46.385057,2025-11-21 21:42:46.385057
953,337,7,0.65,LLM,2025-11-21 21:42:46.385058,2025-11-21 21:42:46.385058
954,337,3,0.55,LLM,2025-11-21 21:42:46.385059,2025-11-21 21:42:46.385060
955,337,489,0.5,LLM,2025-11-21 21:42:46.385060,2025-11-21 21:42:46.385061
956,338,39,0.4,LLM,2025-11-21 21:42:46.385061,2025-11-21 21:42:46.385062
957,338,2,0.45,LLM,2025-11-21 21:42:46.385063,2025-11-21 21:42:46.385063
958,338,8,0.35,LLM,2025-11-21 21:42:46.385064,2025-11-21 21:42:46.385064
959,338,489,0.3,LLM,2025-11-21 21:42:46.385065,2025-11-21 21:42:46.385065
960,339,6,0.8,LLM,2025-11-21 21:42:46.385066,2025-11-21 21:42:46.385066
961,339,64,0.75,LLM,2025-11-21 21:42:46.385067,2025-11-21 21:42:46.385067
962,339,22,0.7,LLM,2025-11-21 21:42:46.385068,2025-11-21 21:42:46.385069
963,339,736,0.65,LLM,2025-11-21 21:42:46.385069,2025-11-21 21:42:46.385070
964,340,6,0.7,LLM,2025-11-21 21:42:46.385070,2025-11-21 21:42:46.385071
965,340,64,0.65,LLM,2025-11-21 21:42:46.385072,2025-11-21 21:42:46.385072
966,340,22,0.6,LLM,2025-11-21 21:42:46.385073,2025-11-21 21:42:46.385073
967,340,736,0.55,LLM,2025-11-21 21:42:46.385074,2025-11-21 21:42:46.385075
968,341,9,0.8,LLM,2025-11-21 21:43:02.343468,2025-11-21 21:43:02.343473
969,341,2,0.7,LLM,2025-11-21 21:43:02.343474,2025-11-21 21:43:02.343475
970,341,3,0.6,LLM,2025-11-21 21:43:02.343475,2025-11-21 21:43:02.343476
971,342,1,0.85,LLM,2025-11-21 21:43:02.343476,2025-11-21 21:43:02.343477
972,342,7,0.75,LLM,2025-11-21 21:43:02.343478,2025-11-21 21:43:02.343478
973,342,8,0.65,LLM,2025-11-21 21:43:02.343479,2025-11-21 21:43:02.343479
974,343,6,0.8,LLM,2025-11-21 21:43:02.343480,2025-11-21 21:43:02.343481
975,343,150,0.7,LLM,2025-11-21 21:43:02.343481,2025-11-21 21:43:02.343482
976,343,17,0.6,LLM,2025-11-21 21:43:02.343482,2025-11-21 21:43:02.343483
977,344,32,0.9,LLM,2025-11-21 21:43:02.343484,2025-11-21 21:43:02.343484
978,344,26,0.85,LLM,2025-11-21 21:43:02.343485,2025-11-21 21:43:02.343485
979,344,3,0.75,LLM,2025-11-21 21:43:02.343486,2025-11-21 21:43:02.343486
980,345,6,0.8,LLM,2025-11-21 21:43:02.343487,2025-11-21 21:43:02.343487
981,345,64,0.75,LLM,2025-11-21 21:43:02.343488,2025-11-21 21:43:02.343488
982,345,22,0.7,LLM,2025-11-21 21:43:02.343489,2025-11-21 21:43:02.343489
983,346,1,0.8,LLM,2025-11-21 21:43:15.701563,2025-11-21 21:43:15.701575
984,346,751,0.9,LLM,2025-11-21 21:43:15.701576,2025-11-21 21:43:15.701576
985,347,18,0.7,LLM,2025-11-21 21:43:15.701577,2025-11-21 21:43:15.701578
986,347,3,0.6,LLM,2025-11-21 21:43:15.701578,2025-11-21 21:43:15.701579
987,347,26,0.85,LLM,2025-11-21 21:43:15.701579,2025-11-21 21:43:15.701580
988,348,18,0.75,LLM,2025-11-21 21:43:15.701580,2025-11-21 21:43:15.701581
989,348,19,0.65,LLM,2025-11-21 21:43:15.701582,2025-11-21 21:43:15.701583
990,348,17,0.8,LLM,2025-11-21 21:43:15.701583,2025-11-21 21:43:15.701584
991,349,6,0.7,LLM,2025-11-21 21:43:15.701584,2025-11-21 21:43:15.701585
992,349,2,0.8,LLM,2025-11-21 21:43:15.701586,2025-11-21 21:43:15.701586
993,349,3,0.65,LLM,2025-11-21 21:43:15.701586,2025-11-21 21:43:15.701587
994,350,1,0.75,LLM,2025-11-21 21:43:15.701587,2025-11-21 21:43:15.701588
995,350,64,0.8,LLM,2025-11-21 21:43:15.701588,2025-11-21 21:43:15.701589
996,350,22,0.9,LLM,2025-11-21 21:43:15.701589,2025-11-21 21:43:15.701590
997,351,6,0.8,LLM,2025-11-21 21:43:32.313431,2025-11-21 21:43:32.313438
998,351,22,1,LLM,2025-11-21 21:43:32.313439,2025-11-21 21:43:32.313440
999,352,9,0.85,LLM,2025-11-21 21:43:32.313441,2025-11-21 21:43:32.313441
1000,352,64,0.9,LLM,2025-11-21 21:43:32.313442,2025-11-21 21:43:32.313443
1001,352,22,0.95,LLM,2025-11-21 21:43:32.313443,2025-11-21 21:43:32.313444
1002,352,17,0.9,LLM,2025-11-21 21:43:32.313445,2025-11-21 21:43:32.313446
1003,353,1,0.75,LLM,2025-11-21 21:43:32.313446,2025-11-21 21:43:32.313447
1004,353,2,0.8,LLM,2025-11-21 21:43:32.313448,2025-11-21 21:43:32.313449
1005,353,8,0.9,LLM,2025-11-21 21:43:32.313449,2025-11-21 21:43:32.313450
1006,354,9,0.8,LLM,2025-11-21 21:43:32.313451,2025-11-21 21:43:32.313451
1007,354,2,0.85,LLM,2025-11-21 21:43:32.313452,2025-11-21 21:43:32.313453
1008,354,22,0.95,LLM,2025-11-21 21:43:32.313453,2025-11-21 21:43:32.313454
1009,355,39,0.7,LLM,2025-11-21 21:43:32.313455,2025-11-21 21:43:32.313455
1010,355,26,0.8,LLM,2025-11-21 21:43:32.313456,2025-11-21 21:43:32.313457
1011,355,167,0.6,LLM,2025-11-21 21:43:32.313458,2025-11-21 21:43:32.313458
1012,356,6,0.85,LLM,2025-11-21 21:43:42.752302,2025-11-21 21:43:42.752313
1013,356,26,0.8,LLM,2025-11-21 21:43:42.752315,2025-11-21 21:43:42.752315
1014,356,22,0.9,LLM,2025-11-21 21:43:42.752317,2025-11-21 21:43:42.752318
1015,357,9,0.75,LLM,2025-11-21 21:43:42.752319,2025-11-21 21:43:42.752319
1016,357,6,0.7,LLM,2025-11-21 21:43:42.752320,2025-11-21 21:43:42.752321
1017,358,2,0.85,LLM,2025-11-21 21:43:42.752322,2025-11-21 21:43:42.752323
1018,358,3,0.6,LLM,2025-11-21 21:43:42.752324,2025-11-21 21:43:42.752324
1019,359,2,0.9,LLM,2025-11-21 21:43:42.752325,2025-11-21 21:43:42.752326
1020,359,17,0.8,LLM,2025-11-21 21:43:42.752327,2025-11-21 21:43:42.752328
1021,360,2,0.85,LLM,2025-11-21 21:43:42.752329,2025-11-21 21:43:42.752330
1022,360,3,0.7,LLM,2025-11-21 21:43:42.752331,2025-11-21 21:43:42.752332
1023,366,6,0.8,LLM,2025-11-21 21:44:08.618319,2025-11-21 21:44:08.618330
1024,366,4,0.7,LLM,2025-11-21 21:44:08.618332,2025-11-21 21:44:08.618333
1025,366,781,0.9,LLM,2025-11-21 21:44:08.618334,2025-11-21 21:44:08.618334
1026,367,9,0.85,LLM,2025-11-21 21:44:08.618335,2025-11-21 21:44:08.618336
1027,367,2,0.75,LLM,2025-11-21 21:44:08.618337,2025-11-21 21:44:08.618338
1028,367,781,0.9,LLM,2025-11-21 21:44:08.618339,2025-11-21 21:44:08.618339
1029,368,3,0.95,LLM,2025-11-21 21:44:08.618340,2025-11-21 21:44:08.618341
1030,369,5,0.6,LLM,2025-11-21 21:44:08.618342,2025-11-21 21:44:08.618343
1031,370,786,0.8,LLM,2025-11-21 21:44:08.618343,2025-11-21 21:44:08.618346
1032,371,6,0.8,LLM,2025-11-21 21:44:23.921231,2025-11-21 21:44:23.921243
1033,371,26,0.85,LLM,2025-11-21 21:44:23.921244,2025-11-21 21:44:23.921244
1034,371,22,0.9,LLM,2025-11-21 21:44:23.921245,2025-11-21 21:44:23.921246
1035,372,9,0.7,LLM,2025-11-21 21:44:23.921246,2025-11-21 21:44:23.921247
1036,372,2,0.75,LLM,2025-11-21 21:44:23.921248,2025-11-21 21:44:23.921248
1037,372,3,0.6,LLM,2025-11-21 21:44:23.921249,2025-11-21 21:44:23.921250
