name,m,s
수제초코파이,3.875,0.3535533905932738
수지탕,1.875,0.3535533905932738
수타자장,3.375,0.9161253813129043
수타자장면,3.375,0.9161253813129043
수프,2.25,0.4629100498862757
숙매탕,2.0,0.5345224838248488
숙주나물,0.875,0.6408699444616557
숙채,1.375,0.5175491695067657
숙회,2.25,0.7071067811865476
순대,3.625,0.5175491695067657
순대국,3.25,0.4629100498862757
순대국밥,3.25,0.4629100498862757
순댓국,3.25,0.4629100498862757
순두부찌개,2.25,0.4629100498862757
순무김치,2.25,0.8864052604279183
순살치킨,3.75,0.7071067811865476
순채떡,1.5,0.7559289460184544
순채차,0.5,0.5345224838248488
술,4.625,0.7440238091428449
술국,3.375,0.7440238091428449
술떡,2.5,0.7559289460184544
술빵,3.0,0.5345224838248488
술안주,3.875,0.3535533905932738
숭늉,0.875,0.3535533905932738
숭어국,1.875,0.3535533905932738
숭엇국,1.875,0.3535533905932738
숭채만두,2.75,0.4629100498862757
숯떡,1.625,0.7440238091428449
숯불갈비,3.625,0.5175491695067657
쉰다리,2.75,1.4880476182856899
스노윙치킨,4.0,0.0
스빠게띠,2.875,0.3535533905932738
스테이크,3.25,0.4629100498862757
스파게티,2.875,0.3535533905932738
스팸마요,4.125,0.3535533905932738
스프밥,2.25,0.4629100498862757
승가기탕,1.75,0.4629100498862757
승기악탕,1.75,0.4629100498862757
시금치,0.375,0.5175491695067657
시래기국,1.375,0.5175491695067657
시래깃국,1.375,0.5175491695067657
시루떡,1.625,0.7440238091428449
시리얼,2.5,0.5345224838248488
식빵,2.75,0.4629100498862757
식빵튀김,3.875,0.3535533905932738
식초,1.25,0.4629100498862757
식해,2.5,0.5345224838248488
식혜,1.875,0.6408699444616557
신도주,4.5,0.9258200997725514
신선로,2.375,1.0606601717798212
십원빵,3.0,0.0
십전대보탕,1.75,0.4629100498862757
쌀,0.5,0.5345224838248488
쌀국수,1.75,0.4629100498862757
쌀떡,1.625,0.7440238091428449
쌀라드,0.75,0.4629100498862757
쌀밥,0.5,0.5345224838248488
쌀소주,4.5,0.9258200997725514
쌈,0.75,0.4629100498862757
쌈무,1.75,0.4629100498862757
쌈밥,1.125,0.3535533905932738
쌈장,2.5,0.5345224838248488
쌈장라면,3.875,0.8345229603962802
쌍화차,0.875,0.3535533905932738
쌍화탕,1.25,0.7071067811865476
쌘드위치,3.0,0.0
썩장,2.25,1.0350983390135313
쑥갓,0.75,0.4629100498862757
쑥국,1.375,0.5175491695067657
씨앗호떡,3.25,0.4629100498862757
아게모치,2.75,0.8864052604279183
아귀찜,3.125,0.6408699444616557
아귀탕,2.75,0.4629100498862757
아란치니,3.5,0.7559289460184544
아메리칸프라이드라이스,3.875,0.6408699444616557
아몬드,2.5,0.5345224838248488
아욱국,1.375,0.5175491695067657
아이스아메리카노,3.375,1.3024701806293193
아이스커피,3.375,1.3024701806293193
아이스크림,4.0,0.5345224838248488
아이스크림케이크,4.0,0.5345224838248488
아이싱,3.5,0.5345224838248488
안동건진국수,2.125,0.3535533905932738
안심,2.75,0.4629100498862757
안창살,3.25,0.4629100498862757
알밥,2.25,0.4629100498862757
알찌개,2.875,0.3535533905932738
알코올음료,4.625,0.7440238091428449
알탕,2.875,0.3535533905932738
암향탕,2.125,0.8345229603962802
압생트,4.625,0.7440238091428449
애기젖가루,4.0,0.5345224838248488
애저회,3.0,0.5345224838248488
애피타이저,2.625,0.5175491695067657
액상스프,2.375,0.5175491695067657
야구르트,3.625,0.7440238091428449
야채김밥,2.0,0.7559289460184544
야채볶음밥,2.875,0.6408699444616557
야채튀김,3.75,0.4629100498862757
약과,3.25,0.4629100498862757
약밥,2.25,0.4629100498862757
약소주,4.5,0.9258200997725514
약용약주,4.5,0.9258200997725514
약주,4.5,0.9258200997725514
양갈비,3.625,0.5175491695067657
양갱,2.5,0.5345224838248488
양고기,3.0,0.0
양꼬치,3.125,0.3535533905932738
양념게장,3.375,0.7440238091428449
양념반후라이드반,4.125,0.3535533905932738
양념치킨,4.0,0.0
양배추,0.625,0.7440238091428449
양위탕,1.875,0.3535533905932738
양장피,2.875,0.3535533905932738
양조주,4.5,0.9258200997725514
양파,1.875,1.1259916264596033
양파김치,2.5,0.7559289460184544
양파닭,3.375,0.5175491695067657
어란,2.625,0.5175491695067657
어리굴젓,3.0,0.9258200997725514
어만두,2.75,0.4629100498862757
어묵,2.375,0.5175491695067657
어복쟁반,2.625,0.5175491695067657
어죽,2.0,0.0
어탕,2.5,0.5345224838248488
얼럭밥,1.5,0.5345224838248488
얼음과자,3.625,0.9161253813129043
얼음보숭이,3.375,0.7440238091428449
얼추탕,2.125,0.3535533905932738
얼큰이,3.25,0.4629100498862757
에스프레소,3.375,1.3024701806293193
여름냉면,2.625,0.5175491695067657
여주산병,1.625,0.7440238091428449
연근,0.75,0.7071067811865476
연어,1.75,0.7071067811865476
연어장,2.625,0.5175491695067657
연잎차,0.5,0.5345224838248488
연포탕,2.375,0.5175491695067657
열무국수,2.5,0.5345224838248488
열무김치,2.375,0.7440238091428449
염소젖,4.0,0.5345224838248488
염장,2.625,0.5175491695067657
염통꼬치,3.375,0.5175491695067657
엽기떡볶이,4.5,0.5345224838248488
엽떡,4.375,0.7440238091428449
엿,2.875,0.3535533905932738
영양밥,1.25,0.4629100498862757
영채김치,2.375,0.7440238091428449
오그랑떡,1.625,0.7440238091428449
오니기리,2.125,0.6408699444616557
오뎅,2.75,0.4629100498862757
오돌뼈,3.625,0.5175491695067657
오렌지주스,1.875,0.3535533905932738
오르되브르,2.25,1.0350983390135313
오리고기,3.125,0.3535533905932738
오리날개튀김,4.25,0.4629100498862757
오리알,1.875,0.6408699444616557
오메기떡,1.75,0.7071067811865476
오므라이스,2.75,0.4629100498862757
오미자차,0.5,0.5345224838248488
오미탕,1.875,0.3535533905932738
오방떡,1.875,0.8345229603962802
오삼불고기,3.4285714285714284,0.5345224838248487
오색경단,2.25,0.4629100498862757
오야코동,2.875,0.3535533905932738
오이,0.375,0.5175491695067657
오이냉국,1.375,0.5175491695067657
오이무침,1.5,0.5345224838248488
오이소박이,2.25,0.8864052604279183
오이지,2.0,0.9258200997725514
오쟁이떡,1.625,0.7440238091428449
오징어,2.375,0.7440238091428449
오징어덮밥,2.875,0.3535533905932738
오징어볶음,3.5,0.7559289460184544
오징어순대,3.375,0.7440238091428449
오징어전,2.875,0.3535533905932738
오징어젓,3.0,0.9258200997725514
오징어채,2.5,0.5345224838248488
오징어튀김,4.125,0.3535533905932738
오차즈케,2.0,0.5345224838248488
오크로시카,2.5,1.1952286093343936
오트밀,0.875,0.6408699444616557
옥설탕,3.125,0.8345229603962802
옥수수,1.5,0.5345224838248488
옥수수떡,1.625,0.7440238091428449
옥수수밥,1.375,0.5175491695067657
옥수수빵,2.75,0.4629100498862757
옥수수소주,4.5,0.9258200997725514
옥수수수염차,0.5,0.5345224838248488
옥춘당,2.4285714285714284,0.5345224838248487
온조탕,1.875,0.3535533905932738
올갱이묵,0.75,0.4629100498862757
올리브유,1.875,0.8345229603962802
올챙이국수,2.125,0.3535533905932738
올챙이묵,0.75,0.4629100498862757
옹심이,1.875,0.3535533905932738
옻닭,2.5,0.5345224838248488
와사비,2.375,0.5175491695067657
와인,4.5,0.9258200997725514
완두콩,2.25,0.7071067811865476
완두콩밥,1.5,0.7559289460184544
왜간장,2.125,0.8345229603962802
외랑떡,1.625,0.7440238091428449
요거트,3.625,0.7440238091428449
요구르트,3.625,0.7440238091428449
용과,0.625,0.5175491695067657
용봉탕,2.0,0.0
용압탕,2.0,0.0
우거짓국,1.5,0.5345224838248488
우동,2.625,0.5175491695067657
우렁쌈밥,1.875,0.3535533905932738
우메기,2.0,0.5345224838248488
우무,0.75,0.4629100498862757
우뭇가사리,0.75,0.4629100498862757
우삼겹,3.75,0.7071067811865476
우유,4.0,0.5345224838248488
우짜,3.0,0.7559289460184544
울면,2.75,0.4629100498862757
웃기떡,1.625,0.7440238091428449
원소병,2.125,0.9910312089651149
월과채,1.75,0.7071067811865476
위스키,4.625,0.7440238091428449
유과,3.25,0.4629100498862757
유니짜장,3.5,0.9258200997725514
유린기,4.0,0.0
유밀과,3.125,0.3535533905932738
유부,1.625,1.0606601717798212
유부초밥,2.25,0.4629100498862757
유산슬,3.0,0.0
유자차,0.5,0.5345224838248488
유제품,4.0,0.5345224838248488
육개장,3.25,0.4629100498862757
육국수,2.875,0.3535533905932738
육사시미,2.875,0.3535533905932738
육죽,2.125,0.3535533905932738
육포,2.875,0.3535533905932738
육회,2.625,0.5175491695067657
육회비빔밥,2.875,0.6408699444616557
율란,2.25,0.4629100498862757
율무떡,1.5,0.7559289460184544
율무밥,1.125,0.3535533905932738
율무차,0.5,0.5345224838248488
은행,1.625,0.5175491695067657
은행밥,1.5,0.5345224838248488
음료,3.125,0.8345229603962802
응이,1.75,0.4629100498862757
이강고,2.75,1.0350983390135313
이삭토스트,3.25,0.4629100498862757
이온음료,3.25,1.0350983390135313
이크라,2.5,0.5345224838248488
이화주,4.5,0.9258200997725514
인삼,0.625,0.5175491695067657
인삼떡,1.5,0.7559289460184544
인삼죽,1.125,0.3535533905932738
인삼차,0.5,0.5345224838248488
인절미,2.0,0.5345224838248488
인조고기밥,2.75,0.4629100498862757
임자수탕,2.125,0.3535533905932738
임지떡,1.625,0.7440238091428449
잉어빵,3.125,0.3535533905932738
자굴밥,2.0,0.5345224838248488
자두,0.75,1.0350983390135313
자라죽,1.625,0.5175491695067657
자리돔,2.0,0.5345224838248488
자몽주스,1.875,0.3535533905932738
자미밥,1.5,0.7559289460184544
자소탕,1.75,0.4629100498862757
자일리톨,2.5,1.4142135623730951
자장,3.125,0.8345229603962802
자장면,3.5,0.9258200997725514
잔치국수,2.25,0.4629100498862757
잠발라야,3.625,0.5175491695067657
잡채,2.875,0.6408699444616557
잡채밥,3.0,0.5345224838248488
잡탕,2.875,0.6408699444616557
잡탕밥,2.75,0.4629100498862757
잣,2.0,0.0
잣구리,2.25,0.4629100498862757
잣죽,1.875,0.3535533905932738
장국죽,1.875,0.3535533905932738
장떡,2.25,0.4629100498862757
장류,2.5,0.5345224838248488
장아찌,2.25,0.8864052604279183
장어,2.75,0.4629100498862757
장어구이,3.0,0.5345224838248488
장어덮밥,3.0,0.5345224838248488
장조림,2.625,0.5175491695067657
장칼국수,3.0,0.5345224838248488
재강죽,1.375,0.5175491695067657
재첩국,1.75,0.4629100498862757
잼,2.875,0.3535533905932738
저신죽,1.25,0.4629100498862757
저지방우유,3.125,0.6408699444616557
적,2.5,1.0690449676496976
적포도주,4.5,0.9258200997725514
전,3.125,0.3535533905932738
전골,2.875,0.3535533905932738
전기구이통닭,3.5,0.5345224838248488
전병,2.375,0.5175491695067657
전복,2.375,0.7440238091428449
전복죽,1.875,0.6408699444616557
전유어,3.0,0.5345224838248488
전자레인지라면,3.75,0.7071067811865476
전주비빔밥,2.5,0.7559289460184544
절편,2.0,0.5345224838248488
접짝뼈국,2.75,0.4629100498862757
젓,2.875,0.9910312089651149
젓갈,2.875,0.9910312089651149
젖가공품,4.0,0.5345224838248488
제육김밥,3.25,0.4629100498862757
제육덮밥,3.25,0.4629100498862757
제육볶음,3.625,0.5175491695067657
제호탕,1.75,0.4629100498862757
젤리,3.375,0.7440238091428449
조개,2.375,0.7440238091428449
조개구이,2.625,0.7440238091428449
조개탕,2.375,0.7440238091428449
조깃국,1.875,0.3535533905932738
조롱이떡,1.625,0.7440238091428449
조망댕이,2.375,0.7440238091428449
조미료,2.625,0.5175491695067657
조밥,1.125,0.3535533905932738
조방낙지볶음,3.625,0.5175491695067657
조식,1.625,0.7440238091428449
조청,2.75,0.7071067811865476
조침떡,1.625,0.7440238091428449
조피볼락,2.0,0.5345224838248488
족발,3.75,0.4629100498862757
좁쌀떡,1.5,0.7559289460184544
좁쌀소주,4.5,0.9258200997725514
주걱떡,1.625,0.7440238091428449
주먹밥,1.5,0.7559289460184544
주스,2.25,0.8864052604279183
죽,1.125,0.3535533905932738
죽력고,2.75,1.4880476182856899
중국냉면,2.625,0.5175491695067657
중화비빔밥,3.0,0.5345224838248488
쥐치포,2.625,0.5175491695067657
쥐포,2.625,0.5175491695067657
즘떡,1.625,0.7440238091428449
즙,1.75,0.8864052604279183
증류식소주,4.5,0.9258200997725514
증류주,4.625,0.7440238091428449
지단,1.625,0.5175491695067657
지라바트,2.25,1.0350983390135313
지지개,2.5,1.0690449676496976
지황고자탕,1.75,0.4629100498862757
진주냉면,2.625,0.5175491695067657
진주비빔밥,2.625,0.5175491695067657
짜글이,3.25,0.4629100498862757
짜장,3.125,0.8345229603962802
짜장라면,4.0,0.7559289460184544
짜장면,3.5,0.9258200997725514
짜장밥,3.125,0.8345229603962802
짜파구리,3.875,0.6408699444616557
짬뽕,3.875,0.6408699444616557
짬뽕라면,4.0,0.7559289460184544
짬뽕밥,3.375,0.5175491695067657
짬짜면,3.75,0.4629100498862757
짬짜장,3.75,0.4629100498862757
짱뚱어탕,2.625,0.7440238091428449
쨈,2.875,0.3535533905932738
쪽갈비,3.625,0.5175491695067657
쫄면,3.25,0.4629100498862757
쫄볶이,4.0,0.7559289460184544
찌개,2.75,0.4629100498862757
찐만두,2.75,0.4629100498862757
찐빵,2.875,0.3535533905932738
찜,2.75,0.4629100498862757
찜갈비,3.5,0.5345224838248488
찜닭,3.125,0.3535533905932738
차,0.5,0.5345224838248488
차돌박이,3.5,0.5345224838248488
차오판,3.125,0.3535533905932738
찰떡,1.625,0.7440238091428449
찰밥,1.125,0.3535533905932738
찰보리빵,2.75,0.4629100498862757
참기름,1.75,0.7071067811865476
참돔,1.75,0.7071067811865476
참새구이,3.125,0.3535533905932738
참외,0.5,0.5345224838248488
참치김밥,2.625,0.5175491695067657
참치동그랑땡,3.5,0.5345224838248488
참치마요,3.625,0.5175491695067657
참치전,2.875,0.3535533905932738
참치회,2.25,0.7071067811865476
찹쌀,1.625,0.7440238091428449
찹쌀도넛,3.75,0.4629100498862757
찹쌀떡,1.625,0.7440238091428449
찹쌀죽,1.25,0.4629100498862757
창난젓,2.875,0.9910312089651149
창면,2.625,0.5175491695067657
채소,0.375,0.5175491695067657
천러라면,3.875,0.6408699444616557
청국장,2.625,0.7440238091428449
청국장찌개,2.75,0.7071067811865476
청모죽,1.25,0.4629100498862757
청와대식라면,3.75,0.7071067811865476
청치주먹떡,1.625,0.7440238091428449
청태전,2.25,0.7071067811865476
청포묵,0.75,0.4629100498862757
초계국수,2.5,0.5345224838248488
초계탕,2.125,0.3535533905932738
초고추장,2.625,0.7440238091428449
초밥,2.125,0.3535533905932738
초콜릿,3.625,0.5175491695067657
초콜릿라면,4.125,0.6408699444616557
총각김치,2.375,0.7440238091428449
총떡,1.75,0.7071067811865476
추어탕,2.625,0.5175491695067657
추탕,2.5,0.5345224838248488
추포탕,2.4285714285714284,0.7867957924694432
충무김밥,2.25,0.4629100498862757
취떡,1.625,0.7440238091428449
치밥,2.875,0.9910312089651149
치즈,3.875,0.3535533905932738
치즈김밥,3.875,0.3535533905932738
치즈돈가스,4.375,0.5175491695067657
치즈돈까스,4.375,0.5175491695067657
치즈떡,3.0,0.9258200997725514
치즈라면,4.125,0.6408699444616557
치즈볼,4.0,0.0
치즈시즈닝치킨,4.375,0.5175491695067657
치커리,0.625,0.5175491695067657
치킨,4.125,0.3535533905932738
치킨가스,4.125,0.3535533905932738
치킨마요덮밥,4.25,0.4629100498862757
칠곡떡,1.625,0.7440238091428449
칡,0.75,0.4629100498862757
카레,3.125,0.3535533905932738
카레라이스,3.125,0.3535533905932738
카레치킨,4.125,0.3535533905932738
카스텔라,3.0,0.0
카오니아오마무앙,3.125,0.6408699444616557
칵테일,4.625,0.7440238091428449
칼국,2.625,0.5175491695067657
칼국수,2.625,0.5175491695067657
칼짜장,3.5,0.9258200997725514
캐비어,2.5,0.5345224838248488
캘리포니아롤,2.25,0.4629100498862757
커피,3.5,1.0690449676496976
커피떡,2.625,0.7440238091428449
컵라면,3.875,0.8345229603962802
컵밥,2.625,0.5175491695067657
케이크,3.875,0.3535533905932738
케일,0.375,0.5175491695067657
케첩,2.375,0.5175491695067657
코다리,2.375,0.7440238091428449
코리안위스키,4.625,0.7440238091428449
코코넛,2.25,0.4629100498862757
코코아,2.875,0.3535533905932738
콘도그,4.125,0.3535533905932738
콘브레드,2.875,0.3535533905932738
콘치즈,3.5,0.7559289460184544
콘플레이크,2.375,0.5175491695067657
콜드브루,3.375,1.3024701806293193
콜라,3.75,0.8864052604279183
콜팝,3.875,0.8345229603962802
콩,1.75,1.0350983390135313
콩국,2.25,0.7071067811865476
콩국수,2.25,0.7071067811865476
콩나물,0.625,0.7440238091428449
콩나물국,1.0,0.0
콩나물국밥,1.625,0.5175491695067657
콩나물비빔밥,1.75,0.4629100498862757
콩나물죽,1.125,0.3535533905932738
콩떡,1.625,0.7440238091428449
콩밥,1.25,0.4629100498862757
콩우유,3.25,0.8864052604279183
콩잎장아찌,2.25,0.8864052604279183
콩자반,2.125,0.3535533905932738
쿠지라이식라면,4.0,0.7559289460184544
쿠키,3.5,0.5345224838248488
크래커,3.5,0.5345224838248488
크루아상,3.5,0.5345224838248488
크림,3.875,0.3535533905932738
크림떡볶이,4.125,0.6408699444616557
크림빵,3.875,0.3535533905932738
크림수프,3.25,0.7071067811865476
클로렐라밥,0.75,0.4629100498862757
키위,0.625,0.7440238091428449
키위주스,1.75,0.4629100498862757
타딕,2.75,0.7071067811865476
타락죽,2.75,1.164964745021435
타래떡,1.625,0.7440238091428449
타이야키,3.125,0.3535533905932738
탁주,4.375,1.1877349391654208
탄산음료,3.75,0.8864052604279183
탕,2.375,0.5175491695067657
탕국,1.875,0.3535533905932738
탕수육,4.125,0.3535533905932738
탕평채,1.875,0.9910312089651149
탕후루,3.5,0.7559289460184544
텐동,3.625,0.7440238091428449
텐신항,2.375,1.0606601717798212
토끼탕,2.5,0.5345224838248488
토란국,1.75,0.4629100498862757
토마토,0.375,0.5175491695067657
토마토주스,1.5,0.5345224838248488
토스트,2.875,0.3535533905932738
톳,0.75,0.4629100498862757
통구이,3.125,0.3535533905932738
통닭,3.75,0.7071067811865476
통밀,1.375,0.7440238091428449
투움바라면,4.125,0.6408699444616557
튀각,3.875,0.3535533905932738
튀기,4.0,0.5345224838248488
튀김,4.125,0.3535533905932738
튀김만두,4.125,0.3535533905932738
튀김소보로,4.0,0.0
트르들로,3.25,0.4629100498862757
파,1.125,0.9910312089651149
파김치,2.5,0.7559289460184544
파닭,4.0,0.5345224838248488
파래,0.625,0.5175491695067657
파메산,3.25,0.7071067811865476
파스타,2.875,0.3535533905932738
파에야,3.0,0.0
파이,3.625,0.5175491695067657
파인애플볶음밥,3.125,0.6408699444616557
파전,3.125,0.3535533905932738
파채무침,2.125,0.9910312089651149
팔보채,3.625,0.5175491695067657
팝콘치킨,4.125,0.3535533905932738
팥,1.875,0.9910312089651149
팥밥,1.625,0.7440238091428449
팥죽,1.5,0.5345224838248488
팥칼국수,2.75,0.7071067811865476
팬케이크,3.5,0.5345224838248488
페이조아다,3.25,0.7071067811865476
펠메니,3.0,0.0
편,2.0,0.5345224838248488
편수,2.75,0.4629100498862757
편육,3.0,0.0
평양냉면,2.5,0.5345224838248488
평양온반,2.0,0.0
포계,2.25,1.0350983390135313
포도,0.875,0.8345229603962802
포도떡,1.625,0.7440238091428449
포도주,4.5,0.9258200997725514
포도주스,2.0,0.5345224838248488
포이,2.0,1.0690449676496976
포케,2.375,0.7440238091428449
폭탄주,4.75,0.4629100498862757
푸딩,3.75,0.4629100498862757
푸른차,0.625,0.7440238091428449
풀빵,3.0,0.0
풀치,2.375,0.7440238091428449
풋고추,2.25,1.164964745021435
풍선껌,3.25,0.8864052604279183
프라이,3.875,0.6408699444616557
프라이드치킨,4.125,0.3535533905932738
프렌치프라이,4.125,0.6408699444616557
프리미엄라면,3.875,0.8345229603962802
플로프,2.75,1.164964745021435
피밥,2.25,0.4629100498862757
피스타치오,2.625,0.5175491695067657
피자,4.125,0.3535533905932738
피자라이스볼,4.0,0.5345224838248488
피자빵,4.125,0.3535533905932738
피짜,4.125,0.3535533905932738
피카츄돈까스,4.125,0.3535533905932738
피칸,2.5,0.5345224838248488
필라프,3.0,0.5345224838248488
필래프,3.0,0.5345224838248488
하이라이스,3.125,0.6408699444616557
하절주,4.5,0.9258200997725514
하트전,3.0,0.0
한강라면,3.875,0.8345229603962802
한과,3.125,0.3535533905932738
한치,2.375,0.7440238091428449
함박스테이크,4.0,0.0
함흥냉면,2.75,0.7071067811865476
핫도그,4.0,0.0
핫바,3.75,0.4629100498862757
해각포,2.375,0.7440238091428449
해물찜,3.0,0.5345224838248488
해물탕,2.875,0.3535533905932738
해물파전,3.25,0.4629100498862757
해바라기씨,2.25,0.7071067811865476
해삼,2.375,0.7440238091428449
해성탕,2.25,0.7071067811865476
해장국,3.125,0.3535533905932738
해장죽,2.0,0.5345224838248488
해주교반,1.875,0.8345229603962802
해초밥,1.75,0.7071067811865476
햄,4.0,0.0
햄버거,4.0,0.0
햄버거스테이크,4.0,0.0
햄버그스테이크,4.0,0.0
행락탕,1.875,0.3535533905932738
허니머스터드소스,3.625,0.5175491695067657
허니버터브레드,4.0,0.5345224838248488
허니브레드,4.0,0.5773502691896257
헛제삿밥,1.75,0.8864052604279183
현미,0.875,0.6408699444616557
현미밥,0.875,0.6408699444616557
형개차,0.5,0.5345224838248488
호두,2.5,0.5345224838248488
호두과자,3.375,0.5175491695067657
호떡,3.25,0.4629100498862757
호밀밥,1.375,0.7440238091428449
호박국,1.2857142857142858,0.48795003647426666
호박떡,1.5714285714285714,0.7867957924694431
호박전,2.2857142857142856,0.7559289460184545
호박죽,1.1428571428571428,0.37796447300922725
호박차,0.42857142857142855,0.5345224838248487
호빵,2.857142857142857,0.3779644730092273
혼돈병,2.142857142857143,1.0690449676496974
혼돈주,4.428571428571429,0.9759000729485331
혼성주,4.428571428571429,0.9759000729485331
혼양주,4.333333333333333,1.0327955589886444
홍미밥,1.0,0.5345224838248488
홍삼,0.625,0.5175491695067657
홍어,3.0,0.9258200997725514
홍어애국,3.0,0.9258200997725514
홍어애탕,3.0,0.9258200997725514
홍어앳국,3.0,0.9258200997725514
홍어찜,3.25,0.7071067811865476
홍어회,3.0,0.9258200997725514
홍주,4.5,0.9258200997725514
홍차,1.0,1.0690449676496976
홍탕,3.0,0.5345224838248488
홍합탕,2.375,0.7440238091428449
화양적,2.75,0.4629100498862757
화채,1.875,0.6408699444616557
황금볶음밥,3.125,0.6408699444616557
황남빵,3.0,0.0
황정죽,1.25,0.4629100498862757
황태,2.0,0.5345224838248488
황태국,1.875,0.6408699444616557
황포묵,0.75,0.4629100498862757
회,2.25,0.7071067811865476
회국수,2.625,0.5175491695067657
회덮밥,2.625,0.5175491695067657
회오리감자,4.0,0.0
회향탕,1.75,0.4629100498862757
효종갱,2.125,0.3535533905932738
후라이드치킨,4.125,0.3535533905932738
후무스,2.375,0.7440238091428449
훔무스,2.375,0.7440238091428449
흑두당,2.5,0.7559289460184544
흑맥주,4.5,0.9258200997725514
흑미밥,1.0,0.5345224838248488
흑설탕,3.0,0.5345224838248488
흑임자떡,1.625,0.7440238091428449
희석식소주,4.5,0.9258200997725514
희아리,2.375,0.7440238091428449
흰죽,1.0,0.5345224838248488
